ARRIVAL_DELAY,DEPARTURE_DELAY,ARRIVAL_DELAY_hr,DEPARTURE_DELAY_hr
31.0,15.0,0.5166666666666667,0.25
-6.0,-13.0,-0.1,-0.21666666666666667
4.0,-7.0,0.06666666666666667,-0.11666666666666667
12.0,-10.0,0.2,-0.16666666666666666
124.0,131.0,2.066666666666667,2.183333333333333
23.0,7.0,0.38333333333333336,0.11666666666666667
12.0,-6.0,0.2,-0.1
65.0,12.0,1.0833333333333333,0.2
22.0,-12.0,0.36666666666666664,-0.2
10.0,-7.0,0.16666666666666666,-0.11666666666666667
117.0,100.0,1.95,1.6666666666666667
-1.0,-8.0,-0.016666666666666666,-0.13333333333333333
125.0,105.0,2.0833333333333335,1.75
29.0,25.0,0.48333333333333334,0.4166666666666667
26.0,7.0,0.43333333333333335,0.11666666666666667
6.0,4.0,0.1,0.06666666666666667
86.0,97.0,1.4333333333333333,1.6166666666666667
-6.0,-8.0,-0.1,-0.13333333333333333
120.0,118.0,2.0,1.9666666666666666
7.0,4.0,0.11666666666666667,0.06666666666666667
123.0,126.0,2.05,2.1
24.0,1.0,0.4,0.016666666666666666
-4.0,-1.0,-0.06666666666666667,-0.016666666666666666
8.0,-8.0,0.13333333333333333,-0.13333333333333333
49.0,27.0,0.8166666666666667,0.45
26.0,-2.0,0.43333333333333335,-0.03333333333333333
23.0,6.0,0.38333333333333336,0.1
22.0,19.0,0.36666666666666664,0.31666666666666665
37.0,31.0,0.6166666666666667,0.5166666666666667
41.0,28.0,0.6833333333333333,0.4666666666666667
55.0,34.0,0.9166666666666666,0.5666666666666667
147.0,136.0,2.45,2.2666666666666666
28.0,-9.0,0.4666666666666667,-0.15
57.0,25.0,0.95,0.4166666666666667
21.0,-1.0,0.35,-0.016666666666666666
6.0,-7.0,0.1,-0.11666666666666667
77.0,67.0,1.2833333333333334,1.1166666666666667
16.0,8.0,0.26666666666666666,0.13333333333333333
69.0,80.0,1.15,1.3333333333333333
10.0,6.0,0.16666666666666666,0.1
32.0,18.0,0.5333333333333333,0.3
162.0,177.0,2.7,2.95
18.0,12.0,0.3,0.2
21.0,15.0,0.35,0.25
1.0,0.0,0.016666666666666666,0.0
3.0,-6.0,0.05,-0.1
32.0,43.0,0.5333333333333333,0.7166666666666667
-18.0,-6.0,-0.3,-0.1
-18.0,-2.0,-0.3,-0.03333333333333333
2.0,-2.0,0.03333333333333333,-0.03333333333333333
-4.0,1.0,-0.06666666666666667,0.016666666666666666
-36.0,-4.0,-0.6,-0.06666666666666667
-22.0,1.0,-0.36666666666666664,0.016666666666666666
-20.0,-3.0,-0.3333333333333333,-0.05
-14.0,-2.0,-0.23333333333333334,-0.03333333333333333
9.0,-3.0,0.15,-0.05
-15.0,-1.0,-0.25,-0.016666666666666666
9.0,-3.0,0.15,-0.05
-10.0,-5.0,-0.16666666666666666,-0.08333333333333333
-9.0,-1.0,-0.15,-0.016666666666666666
-13.0,-4.0,-0.21666666666666667,-0.06666666666666667
-12.0,-10.0,-0.2,-0.16666666666666666
-6.0,-1.0,-0.1,-0.016666666666666666
-8.0,-6.0,-0.13333333333333333,-0.1
-2.0,0.0,-0.03333333333333333,0.0
-10.0,-1.0,-0.16666666666666666,-0.016666666666666666
-3.0,-5.0,-0.05,-0.08333333333333333
10.0,14.0,0.16666666666666666,0.23333333333333334
-8.0,-1.0,-0.13333333333333333,-0.016666666666666666
-3.0,2.0,-0.05,0.03333333333333333
11.0,4.0,0.18333333333333332,0.06666666666666667
-10.0,-4.0,-0.16666666666666666,-0.06666666666666667
11.0,-1.0,0.18333333333333332,-0.016666666666666666
7.0,3.0,0.11666666666666667,0.05
10.0,-1.0,0.16666666666666666,-0.016666666666666666
-15.0,-5.0,-0.25,-0.08333333333333333
10.0,0.0,0.16666666666666666,0.0
-18.0,-8.0,-0.3,-0.13333333333333333
-4.0,-3.0,-0.06666666666666667,-0.05
-2.0,-5.0,-0.03333333333333333,-0.08333333333333333
-9.0,-4.0,-0.15,-0.06666666666666667
-34.0,-5.0,-0.5666666666666667,-0.08333333333333333
-9.0,-6.0,-0.15,-0.1
-11.0,-10.0,-0.18333333333333332,-0.16666666666666666
-11.0,-3.0,-0.18333333333333332,-0.05
-7.0,-4.0,-0.11666666666666667,-0.06666666666666667
-5.0,-1.0,-0.08333333333333333,-0.016666666666666666
-11.0,-3.0,-0.18333333333333332,-0.05
-23.0,-12.0,-0.38333333333333336,-0.2
-5.0,7.0,-0.08333333333333333,0.11666666666666667
-18.0,-1.0,-0.3,-0.016666666666666666
-19.0,-8.0,-0.31666666666666665,-0.13333333333333333
-18.0,-3.0,-0.3,-0.05
-32.0,-2.0,-0.5333333333333333,-0.03333333333333333
4.0,4.0,0.06666666666666667,0.06666666666666667
-19.0,-9.0,-0.31666666666666665,-0.15
26.0,43.0,0.43333333333333335,0.7166666666666667
-2.0,-10.0,-0.03333333333333333,-0.16666666666666666
-19.0,-5.0,-0.31666666666666665,-0.08333333333333333
9.0,3.0,0.15,0.05
21.0,50.0,0.35,0.8333333333333334
2.0,-5.0,0.03333333333333333,-0.08333333333333333
-18.0,-5.0,-0.3,-0.08333333333333333
8.0,-4.0,0.13333333333333333,-0.06666666666666667
-13.0,-3.0,-0.21666666666666667,-0.05
-14.0,-5.0,-0.23333333333333334,-0.08333333333333333
-21.0,-7.0,-0.35,-0.11666666666666667
-16.0,-1.0,-0.26666666666666666,-0.016666666666666666
-8.0,-1.0,-0.13333333333333333,-0.016666666666666666
-20.0,-6.0,-0.3333333333333333,-0.1
-13.0,-7.0,-0.21666666666666667,-0.11666666666666667
-8.0,0.0,-0.13333333333333333,0.0
-14.0,-7.0,-0.23333333333333334,-0.11666666666666667
4.0,-10.0,0.06666666666666667,-0.16666666666666666
-18.0,-6.0,-0.3,-0.1
-17.0,-3.0,-0.2833333333333333,-0.05
-16.0,-5.0,-0.26666666666666666,-0.08333333333333333
-22.0,-4.0,-0.36666666666666664,-0.06666666666666667
-5.0,-3.0,-0.08333333333333333,-0.05
8.0,-1.0,0.13333333333333333,-0.016666666666666666
-19.0,-2.0,-0.31666666666666665,-0.03333333333333333
-10.0,1.0,-0.16666666666666666,0.016666666666666666
-3.0,1.0,-0.05,0.016666666666666666
22.0,8.0,0.36666666666666664,0.13333333333333333
111.0,120.0,1.85,2.0
55.0,54.0,0.9166666666666666,0.9
42.0,40.0,0.7,0.6666666666666666
-22.0,-6.0,-0.36666666666666664,-0.1
-12.0,19.0,-0.2,0.31666666666666665
0.0,0.0,0.0,0.0
11.0,5.0,0.18333333333333332,0.08333333333333333
-8.0,11.0,-0.13333333333333333,0.18333333333333332
15.0,23.0,0.25,0.38333333333333336
-19.0,-14.0,-0.31666666666666665,-0.23333333333333334
13.0,13.0,0.21666666666666667,0.21666666666666667
-15.0,-7.0,-0.25,-0.11666666666666667
-41.0,-2.0,-0.6833333333333333,-0.03333333333333333
-9.0,-3.0,-0.15,-0.05
21.0,34.0,0.35,0.5666666666666667
50.0,29.0,0.8333333333333334,0.48333333333333334
-24.0,-7.0,-0.4,-0.11666666666666667
-20.0,3.0,-0.3333333333333333,0.05
-8.0,6.0,-0.13333333333333333,0.1
-13.0,-10.0,-0.21666666666666667,-0.16666666666666666
-3.0,-3.0,-0.05,-0.05
70.0,43.0,1.1666666666666667,0.7166666666666667
-7.0,-1.0,-0.11666666666666667,-0.016666666666666666
-3.0,-3.0,-0.05,-0.05
-5.0,-2.0,-0.08333333333333333,-0.03333333333333333
35.0,0.0,0.5833333333333334,0.0
-3.0,-1.0,-0.05,-0.016666666666666666
28.0,-1.0,0.4666666666666667,-0.016666666666666666
-1.0,1.0,-0.016666666666666666,0.016666666666666666
4.0,0.0,0.06666666666666667,0.0
7.0,-2.0,0.11666666666666667,-0.03333333333333333
-17.0,-7.0,-0.2833333333333333,-0.11666666666666667
-1.0,-5.0,-0.016666666666666666,-0.08333333333333333
35.0,32.0,0.5833333333333334,0.5333333333333333
8.0,-3.0,0.13333333333333333,-0.05
-13.0,1.0,-0.21666666666666667,0.016666666666666666
17.0,27.0,0.2833333333333333,0.45
-8.0,2.0,-0.13333333333333333,0.03333333333333333
-14.0,-3.0,-0.23333333333333334,-0.05
9.0,31.0,0.15,0.5166666666666667
5.0,-4.0,0.08333333333333333,-0.06666666666666667
-12.0,-2.0,-0.2,-0.03333333333333333
-15.0,-3.0,-0.25,-0.05
-30.0,-10.0,-0.5,-0.16666666666666666
-16.0,-2.0,-0.26666666666666666,-0.03333333333333333
-6.0,-4.0,-0.1,-0.06666666666666667
-3.0,4.0,-0.05,0.06666666666666667
6.0,11.0,0.1,0.18333333333333332
-12.0,-1.0,-0.2,-0.016666666666666666
5.0,-9.0,0.08333333333333333,-0.15
7.0,16.0,0.11666666666666667,0.26666666666666666
-23.0,-5.0,-0.38333333333333336,-0.08333333333333333
-25.0,-7.0,-0.4166666666666667,-0.11666666666666667
-15.0,-6.0,-0.25,-0.1
-15.0,-7.0,-0.25,-0.11666666666666667
-5.0,11.0,-0.08333333333333333,0.18333333333333332
-2.0,23.0,-0.03333333333333333,0.38333333333333336
-11.0,-4.0,-0.18333333333333332,-0.06666666666666667
12.0,18.0,0.2,0.3
-20.0,-10.0,-0.3333333333333333,-0.16666666666666666
-5.0,-4.0,-0.08333333333333333,-0.06666666666666667
-4.0,-7.0,-0.06666666666666667,-0.11666666666666667
-17.0,-10.0,-0.2833333333333333,-0.16666666666666666
9.0,-5.0,0.15,-0.08333333333333333
-7.0,3.0,-0.11666666666666667,0.05
-17.0,-6.0,-0.2833333333333333,-0.1
73.0,76.0,1.2166666666666666,1.2666666666666666
-5.0,3.0,-0.08333333333333333,0.05
17.0,25.0,0.2833333333333333,0.4166666666666667
-12.0,-6.0,-0.2,-0.1
-11.0,-4.0,-0.18333333333333332,-0.06666666666666667
10.0,-1.0,0.16666666666666666,-0.016666666666666666
-15.0,-1.0,-0.25,-0.016666666666666666
-10.0,-10.0,-0.16666666666666666,-0.16666666666666666
-1.0,6.0,-0.016666666666666666,0.1
-4.0,-9.0,-0.06666666666666667,-0.15
0.0,-6.0,0.0,-0.1
5.0,-4.0,0.08333333333333333,-0.06666666666666667
446.0,436.0,7.433333333333334,7.266666666666667
-10.0,-7.0,-0.16666666666666666,-0.11666666666666667
0.0,-1.0,0.0,-0.016666666666666666
-9.0,-8.0,-0.15,-0.13333333333333333
13.0,20.0,0.21666666666666667,0.3333333333333333
-9.0,-3.0,-0.15,-0.05
-11.0,-5.0,-0.18333333333333332,-0.08333333333333333
-7.0,-10.0,-0.11666666666666667,-0.16666666666666666
17.0,2.0,0.2833333333333333,0.03333333333333333
-12.0,-9.0,-0.2,-0.15
34.0,-3.0,0.5666666666666667,-0.05
13.0,5.0,0.21666666666666667,0.08333333333333333
-8.0,-7.0,-0.13333333333333333,-0.11666666666666667
-12.0,-8.0,-0.2,-0.13333333333333333
9.0,11.0,0.15,0.18333333333333332
-7.0,-3.0,-0.11666666666666667,-0.05
-13.0,-8.0,-0.21666666666666667,-0.13333333333333333
41.0,38.0,0.6833333333333333,0.6333333333333333
1.0,-4.0,0.016666666666666666,-0.06666666666666667
104.0,95.0,1.7333333333333334,1.5833333333333333
-8.0,0.0,-0.13333333333333333,0.0
-20.0,-1.0,-0.3333333333333333,-0.016666666666666666
15.0,-6.0,0.25,-0.1
9.0,6.0,0.15,0.1
-1.0,-6.0,-0.016666666666666666,-0.1
-9.0,-2.0,-0.15,-0.03333333333333333
-36.0,-22.0,-0.6,-0.36666666666666664
-16.0,-9.0,-0.26666666666666666,-0.15
24.0,25.0,0.4,0.4166666666666667
1.0,-2.0,0.016666666666666666,-0.03333333333333333
-13.0,0.0,-0.21666666666666667,0.0
-11.0,-2.0,-0.18333333333333332,-0.03333333333333333
-15.0,5.0,-0.25,0.08333333333333333
-6.0,1.0,-0.1,0.016666666666666666
-15.0,1.0,-0.25,0.016666666666666666
-2.0,-1.0,-0.03333333333333333,-0.016666666666666666
15.0,-1.0,0.25,-0.016666666666666666
-15.0,-7.0,-0.25,-0.11666666666666667
0.0,12.0,0.0,0.2
-7.0,-6.0,-0.11666666666666667,-0.1
2.0,-12.0,0.03333333333333333,-0.2
14.0,18.0,0.23333333333333334,0.3
-6.0,-3.0,-0.1,-0.05
9.0,-6.0,0.15,-0.1
6.0,-5.0,0.1,-0.08333333333333333
3.0,11.0,0.05,0.18333333333333332
7.0,-6.0,0.11666666666666667,-0.1
-11.0,0.0,-0.18333333333333332,0.0
-4.0,-6.0,-0.06666666666666667,-0.1
103.0,99.0,1.7166666666666666,1.65
5.0,-3.0,0.08333333333333333,-0.05
-1.0,6.0,-0.016666666666666666,0.1
15.0,6.0,0.25,0.1
64.0,13.0,1.0666666666666667,0.21666666666666667
-8.0,0.0,-0.13333333333333333,0.0
-9.0,-4.0,-0.15,-0.06666666666666667
3.0,-7.0,0.05,-0.11666666666666667
-5.0,4.0,-0.08333333333333333,0.06666666666666667
56.0,61.0,0.9333333333333333,1.0166666666666666
2.0,6.0,0.03333333333333333,0.1
-1.0,-2.0,-0.016666666666666666,-0.03333333333333333
3.0,-3.0,0.05,-0.05
-8.0,-6.0,-0.13333333333333333,-0.1
67.0,54.0,1.1166666666666667,0.9
-4.0,1.0,-0.06666666666666667,0.016666666666666666
11.0,10.0,0.18333333333333332,0.16666666666666666
0.0,-7.0,0.0,-0.11666666666666667
-2.0,-1.0,-0.03333333333333333,-0.016666666666666666
-1.0,-5.0,-0.016666666666666666,-0.08333333333333333
116.0,129.0,1.9333333333333333,2.15
5.0,-3.0,0.08333333333333333,-0.05
-6.0,-3.0,-0.1,-0.05
17.0,9.0,0.2833333333333333,0.15
-16.0,-4.0,-0.26666666666666666,-0.06666666666666667
-8.0,-1.0,-0.13333333333333333,-0.016666666666666666
-8.0,-2.0,-0.13333333333333333,-0.03333333333333333
-16.0,-7.0,-0.26666666666666666,-0.11666666666666667
48.0,-2.0,0.8,-0.03333333333333333
59.0,51.0,0.9833333333333333,0.85
-3.0,-8.0,-0.05,-0.13333333333333333
-4.0,-1.0,-0.06666666666666667,-0.016666666666666666
-15.0,-2.0,-0.25,-0.03333333333333333
60.0,38.0,1.0,0.6333333333333333
62.0,45.0,1.0333333333333334,0.75
68.0,45.0,1.1333333333333333,0.75
-13.0,11.0,-0.21666666666666667,0.18333333333333332
-14.0,-7.0,-0.23333333333333334,-0.11666666666666667
-22.0,-1.0,-0.36666666666666664,-0.016666666666666666
1.0,-1.0,0.016666666666666666,-0.016666666666666666
7.0,8.0,0.11666666666666667,0.13333333333333333
16.0,5.0,0.26666666666666666,0.08333333333333333
-14.0,-3.0,-0.23333333333333334,-0.05
17.0,0.0,0.2833333333333333,0.0
2.0,1.0,0.03333333333333333,0.016666666666666666
6.0,4.0,0.1,0.06666666666666667
-1.0,4.0,-0.016666666666666666,0.06666666666666667
9.0,-3.0,0.15,-0.05
-3.0,8.0,-0.05,0.13333333333333333
2.0,-1.0,0.03333333333333333,-0.016666666666666666
4.0,4.0,0.06666666666666667,0.06666666666666667
81.0,58.0,1.35,0.9666666666666667
11.0,7.0,0.18333333333333332,0.11666666666666667
23.0,12.0,0.38333333333333336,0.2
18.0,-3.0,0.3,-0.05
22.0,-2.0,0.36666666666666664,-0.03333333333333333
37.0,2.0,0.6166666666666667,0.03333333333333333
76.0,38.0,1.2666666666666666,0.6333333333333333
47.0,40.0,0.7833333333333333,0.6666666666666666
32.0,19.0,0.5333333333333333,0.31666666666666665
1.0,-18.0,0.016666666666666666,-0.3
-5.0,5.0,-0.08333333333333333,0.08333333333333333
15.0,0.0,0.25,0.0
34.0,17.0,0.5666666666666667,0.2833333333333333
14.0,15.0,0.23333333333333334,0.25
21.0,3.0,0.35,0.05
9.0,8.0,0.15,0.13333333333333333
148.0,139.0,2.466666666666667,2.316666666666667
31.0,10.0,0.5166666666666667,0.16666666666666666
89.0,64.0,1.4833333333333334,1.0666666666666667
9.0,-7.0,0.15,-0.11666666666666667
53.0,20.0,0.8833333333333333,0.3333333333333333
11.0,-1.0,0.18333333333333332,-0.016666666666666666
31.0,8.0,0.5166666666666667,0.13333333333333333
19.0,7.0,0.31666666666666665,0.11666666666666667
19.0,3.0,0.31666666666666665,0.05
40.0,8.0,0.6666666666666666,0.13333333333333333
36.0,-1.0,0.6,-0.016666666666666666
35.0,12.0,0.5833333333333334,0.2
42.0,15.0,0.7,0.25
128.0,119.0,2.1333333333333333,1.9833333333333334
47.0,1.0,0.7833333333333333,0.016666666666666666
57.0,24.0,0.95,0.4
47.0,19.0,0.7833333333333333,0.31666666666666665
62.0,38.0,1.0333333333333334,0.6333333333333333
19.0,-3.0,0.31666666666666665,-0.05
27.0,11.0,0.45,0.18333333333333332
35.0,-3.0,0.5833333333333334,-0.05
38.0,4.0,0.6333333333333333,0.06666666666666667
58.0,55.0,0.9666666666666667,0.9166666666666666
19.0,-10.0,0.31666666666666665,-0.16666666666666666
15.0,2.0,0.25,0.03333333333333333
31.0,-9.0,0.5166666666666667,-0.15
49.0,31.0,0.8166666666666667,0.5166666666666667
57.0,16.0,0.95,0.26666666666666666
50.0,36.0,0.8333333333333334,0.6
35.0,7.0,0.5833333333333334,0.11666666666666667
30.0,-11.0,0.5,-0.18333333333333332
-1.0,-3.0,-0.016666666666666666,-0.05
96.0,60.0,1.6,1.0
22.0,-5.0,0.36666666666666664,-0.08333333333333333
80.0,62.0,1.3333333333333333,1.0333333333333334
-4.0,-5.0,-0.06666666666666667,-0.08333333333333333
65.0,35.0,1.0833333333333333,0.5833333333333334
34.0,16.0,0.5666666666666667,0.26666666666666666
15.0,10.0,0.25,0.16666666666666666
5.0,-1.0,0.08333333333333333,-0.016666666666666666
52.0,21.0,0.8666666666666667,0.35
28.0,9.0,0.4666666666666667,0.15
11.0,2.0,0.18333333333333332,0.03333333333333333
28.0,3.0,0.4666666666666667,0.05
25.0,6.0,0.4166666666666667,0.1
45.0,31.0,0.75,0.5166666666666667
21.0,-7.0,0.35,-0.11666666666666667
39.0,3.0,0.65,0.05
24.0,14.0,0.4,0.23333333333333334
5.0,-12.0,0.08333333333333333,-0.2
12.0,12.0,0.2,0.2
19.0,18.0,0.31666666666666665,0.3
30.0,4.0,0.5,0.06666666666666667
21.0,-7.0,0.35,-0.11666666666666667
36.0,45.0,0.6,0.75
33.0,25.0,0.55,0.4166666666666667
55.0,61.0,0.9166666666666666,1.0166666666666666
31.0,21.0,0.5166666666666667,0.35
48.0,56.0,0.8,0.9333333333333333
6.0,4.0,0.1,0.06666666666666667
31.0,25.0,0.5166666666666667,0.4166666666666667
26.0,10.0,0.43333333333333335,0.16666666666666666
18.0,18.0,0.3,0.3
-6.0,-8.0,-0.1,-0.13333333333333333
4.0,8.0,0.06666666666666667,0.13333333333333333
-7.0,-9.0,-0.11666666666666667,-0.15
-3.0,-4.0,-0.05,-0.06666666666666667
5.0,3.0,0.08333333333333333,0.05
11.0,-5.0,0.18333333333333332,-0.08333333333333333
69.0,78.0,1.15,1.3
-19.0,-3.0,-0.31666666666666665,-0.05
-23.0,-4.0,-0.38333333333333336,-0.06666666666666667
-10.0,-11.0,-0.16666666666666666,-0.18333333333333332
-26.0,-5.0,-0.43333333333333335,-0.08333333333333333
-32.0,-3.0,-0.5333333333333333,-0.05
-4.0,1.0,-0.06666666666666667,0.016666666666666666
-17.0,-1.0,-0.2833333333333333,-0.016666666666666666
-25.0,-6.0,-0.4166666666666667,-0.1
-11.0,-4.0,-0.18333333333333332,-0.06666666666666667
-22.0,-4.0,-0.36666666666666664,-0.06666666666666667
3.0,-4.0,0.05,-0.06666666666666667
-23.0,-4.0,-0.38333333333333336,-0.06666666666666667
-5.0,-7.0,-0.08333333333333333,-0.11666666666666667
-11.0,-2.0,-0.18333333333333332,-0.03333333333333333
-17.0,-7.0,-0.2833333333333333,-0.11666666666666667
5.0,-5.0,0.08333333333333333,-0.08333333333333333
7.0,-3.0,0.11666666666666667,-0.05
15.0,1.0,0.25,0.016666666666666666
7.0,-2.0,0.11666666666666667,-0.03333333333333333
7.0,-7.0,0.11666666666666667,-0.11666666666666667
2.0,-3.0,0.03333333333333333,-0.05
-18.0,-7.0,-0.3,-0.11666666666666667
-22.0,-6.0,-0.36666666666666664,-0.1
-6.0,-3.0,-0.1,-0.05
-2.0,7.0,-0.03333333333333333,0.11666666666666667
-11.0,-1.0,-0.18333333333333332,-0.016666666666666666
7.0,-7.0,0.11666666666666667,-0.11666666666666667
14.0,24.0,0.23333333333333334,0.4
-20.0,1.0,-0.3333333333333333,0.016666666666666666
7.0,-1.0,0.11666666666666667,-0.016666666666666666
-5.0,-5.0,-0.08333333333333333,-0.08333333333333333
-3.0,-1.0,-0.05,-0.016666666666666666
-16.0,-8.0,-0.26666666666666666,-0.13333333333333333
-17.0,-11.0,-0.2833333333333333,-0.18333333333333332
-32.0,-5.0,-0.5333333333333333,-0.08333333333333333
-17.0,-5.0,-0.2833333333333333,-0.08333333333333333
-9.0,-4.0,-0.15,-0.06666666666666667
-11.0,0.0,-0.18333333333333332,0.0
-13.0,-1.0,-0.21666666666666667,-0.016666666666666666
-16.0,-4.0,-0.26666666666666666,-0.06666666666666667
-12.0,-4.0,-0.2,-0.06666666666666667
-11.0,-7.0,-0.18333333333333332,-0.11666666666666667
-18.0,-1.0,-0.3,-0.016666666666666666
-11.0,-6.0,-0.18333333333333332,-0.1
-15.0,-7.0,-0.25,-0.11666666666666667
-27.0,-3.0,-0.45,-0.05
-31.0,-3.0,-0.5166666666666667,-0.05
-9.0,-1.0,-0.15,-0.016666666666666666
-46.0,-4.0,-0.7666666666666667,-0.06666666666666667
-18.0,-5.0,-0.3,-0.08333333333333333
25.0,4.0,0.4166666666666667,0.06666666666666667
-18.0,-7.0,-0.3,-0.11666666666666667
-28.0,-7.0,-0.4666666666666667,-0.11666666666666667
-22.0,-6.0,-0.36666666666666664,-0.1
-13.0,-2.0,-0.21666666666666667,-0.03333333333333333
-10.0,-1.0,-0.16666666666666666,-0.016666666666666666
-3.0,-7.0,-0.05,-0.11666666666666667
-15.0,-8.0,-0.25,-0.13333333333333333
-17.0,-7.0,-0.2833333333333333,-0.11666666666666667
-23.0,3.0,-0.38333333333333336,0.05
4.0,-2.0,0.06666666666666667,-0.03333333333333333
-9.0,-4.0,-0.15,-0.06666666666666667
-20.0,-7.0,-0.3333333333333333,-0.11666666666666667
-16.0,-3.0,-0.26666666666666666,-0.05
-1.0,13.0,-0.016666666666666666,0.21666666666666667
16.0,-2.0,0.26666666666666666,-0.03333333333333333
-28.0,-10.0,-0.4666666666666667,-0.16666666666666666
84.0,92.0,1.4,1.5333333333333334
11.0,1.0,0.18333333333333332,0.016666666666666666
1.0,-5.0,0.016666666666666666,-0.08333333333333333
-30.0,-1.0,-0.5,-0.016666666666666666
-13.0,-6.0,-0.21666666666666667,-0.1
-18.0,-2.0,-0.3,-0.03333333333333333
-30.0,-5.0,-0.5,-0.08333333333333333
58.0,67.0,0.9666666666666667,1.1166666666666667
-18.0,-5.0,-0.3,-0.08333333333333333
-16.0,-6.0,-0.26666666666666666,-0.1
-5.0,-4.0,-0.08333333333333333,-0.06666666666666667
8.0,-1.0,0.13333333333333333,-0.016666666666666666
-10.0,4.0,-0.16666666666666666,0.06666666666666667
9.0,-1.0,0.15,-0.016666666666666666
6.0,0.0,0.1,0.0
-8.0,-7.0,-0.13333333333333333,-0.11666666666666667
-6.0,-6.0,-0.1,-0.1
4.0,-6.0,0.06666666666666667,-0.1
-3.0,3.0,-0.05,0.05
-12.0,-1.0,-0.2,-0.016666666666666666
-12.0,-4.0,-0.2,-0.06666666666666667
0.0,2.0,0.0,0.03333333333333333
-22.0,-9.0,-0.36666666666666664,-0.15
45.0,32.0,0.75,0.5333333333333333
-32.0,-6.0,-0.5333333333333333,-0.1
-32.0,-4.0,-0.5333333333333333,-0.06666666666666667
-4.0,2.0,-0.06666666666666667,0.03333333333333333
-23.0,-4.0,-0.38333333333333336,-0.06666666666666667
-20.0,-6.0,-0.3333333333333333,-0.1
-4.0,-5.0,-0.06666666666666667,-0.08333333333333333
0.0,-3.0,0.0,-0.05
-15.0,-5.0,-0.25,-0.08333333333333333
3.0,-1.0,0.05,-0.016666666666666666
-15.0,-4.0,-0.25,-0.06666666666666667
4.0,-2.0,0.06666666666666667,-0.03333333333333333
0.0,-3.0,0.0,-0.05
-5.0,-3.0,-0.08333333333333333,-0.05
23.0,1.0,0.38333333333333336,0.016666666666666666
-11.0,-4.0,-0.18333333333333332,-0.06666666666666667
-13.0,0.0,-0.21666666666666667,0.0
-6.0,0.0,-0.1,0.0
-5.0,-4.0,-0.08333333333333333,-0.06666666666666667
-8.0,-3.0,-0.13333333333333333,-0.05
-3.0,2.0,-0.05,0.03333333333333333
-12.0,-6.0,-0.2,-0.1
-23.0,-10.0,-0.38333333333333336,-0.16666666666666666
36.0,46.0,0.6,0.7666666666666667
2.0,0.0,0.03333333333333333,0.0
33.0,0.0,0.55,0.0
2.0,5.0,0.03333333333333333,0.08333333333333333
-12.0,-4.0,-0.2,-0.06666666666666667
-16.0,-5.0,-0.26666666666666666,-0.08333333333333333
-5.0,-6.0,-0.08333333333333333,-0.1
-15.0,-3.0,-0.25,-0.05
-30.0,-6.0,-0.5,-0.1
-12.0,-3.0,-0.2,-0.05
-7.0,-6.0,-0.11666666666666667,-0.1
-4.0,-1.0,-0.06666666666666667,-0.016666666666666666
34.0,42.0,0.5666666666666667,0.7
-1.0,3.0,-0.016666666666666666,0.05
-7.0,4.0,-0.11666666666666667,0.06666666666666667
-11.0,-10.0,-0.18333333333333332,-0.16666666666666666
78.0,67.0,1.3,1.1166666666666667
12.0,-5.0,0.2,-0.08333333333333333
-13.0,-4.0,-0.21666666666666667,-0.06666666666666667
-1.0,-6.0,-0.016666666666666666,-0.1
-4.0,-8.0,-0.06666666666666667,-0.13333333333333333
-17.0,3.0,-0.2833333333333333,0.05
-26.0,-4.0,-0.43333333333333335,-0.06666666666666667
-15.0,-10.0,-0.25,-0.16666666666666666
-8.0,-4.0,-0.13333333333333333,-0.06666666666666667
-9.0,-6.0,-0.15,-0.1
-2.0,-2.0,-0.03333333333333333,-0.03333333333333333
-16.0,-7.0,-0.26666666666666666,-0.11666666666666667
-17.0,-7.0,-0.2833333333333333,-0.11666666666666667
-2.0,-5.0,-0.03333333333333333,-0.08333333333333333
-2.0,-2.0,-0.03333333333333333,-0.03333333333333333
-2.0,0.0,-0.03333333333333333,0.0
-17.0,-1.0,-0.2833333333333333,-0.016666666666666666
-12.0,0.0,-0.2,0.0
-9.0,-1.0,-0.15,-0.016666666666666666
18.0,-3.0,0.3,-0.05
-4.0,-7.0,-0.06666666666666667,-0.11666666666666667
-11.0,-9.0,-0.18333333333333332,-0.15
-26.0,-5.0,-0.43333333333333335,-0.08333333333333333
-17.0,4.0,-0.2833333333333333,0.06666666666666667
19.0,6.0,0.31666666666666665,0.1
-1.0,-5.0,-0.016666666666666666,-0.08333333333333333
-12.0,-2.0,-0.2,-0.03333333333333333
-15.0,-4.0,-0.25,-0.06666666666666667
2.0,-5.0,0.03333333333333333,-0.08333333333333333
-16.0,-4.0,-0.26666666666666666,-0.06666666666666667
-23.0,-6.0,-0.38333333333333336,-0.1
-22.0,-8.0,-0.36666666666666664,-0.13333333333333333
1.0,-8.0,0.016666666666666666,-0.13333333333333333
-4.0,0.0,-0.06666666666666667,0.0
-7.0,-6.0,-0.11666666666666667,-0.1
-8.0,-6.0,-0.13333333333333333,-0.1
-18.0,-7.0,-0.3,-0.11666666666666667
-8.0,-3.0,-0.13333333333333333,-0.05
-6.0,-7.0,-0.1,-0.11666666666666667
-15.0,-8.0,-0.25,-0.13333333333333333
3.0,0.0,0.05,0.0
28.0,49.0,0.4666666666666667,0.8166666666666667
